location,description,created,target,type,to_package,association,images,comments,documents,priority,cause,project,task_group,days_to_target,month,weekday,season,has_parent_task,location_depth,description_length,task_category,overdue_label
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Ensure good quality of concrete. Provide photographs of as finished waterproofing  to wall prior to pouring  concrete min 1 day in advance.,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,139,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,AECOM will confirm extent of vertical sheet at top,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,50,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl 00 Lower Ground,Remedial works required to finish of wall.,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,42,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl 00 Lower Ground,Column will be demolished and repoured,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,38,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark Entrance Building>Lvl 00 Lower Ground,Poor quality of concrete finish at walls,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,40,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark Entrance Building>Lvl 00 Lower Ground,General progress photos of Car Park Arrivals Building. Provide photos of external tanking membrane,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,98,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark Entrance Building>Lvl 00 Lower Ground,General progress  of car park,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,29,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark,General progress  of Car Park,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,False,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,3,29,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 00 Ground Floor,Works ongoing at ground floor slab in block B.,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,46,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Excavation at Car park ongoing,2020-03-20,2020-03-27,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,4,spring,0,4,30,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 00 Ground Floor,Works ongoing with placing backfill,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,35,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block C>Elevations,Block C steel installation,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,26,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Elevations,First timber elevation  panels installed. LSH to comment,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,56,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Elevations,LSH to provide detail at removed Prada window. Aecom will follow with confirmation on structural solution at later stage,2020-09-09,2020-09-15,Design Team - BCAR Structural,Unknown,FormAnswer,True,False,False,Unknown,Unknown,1338,Design Team,6.0,9,2,autumn,0,4,120,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Sleeper wall construction  ongoing,2020-03-20,2020-03-27,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,4,spring,0,3,34,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block A,Block A pad construction,2020-03-20,2020-03-27,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,4,spring,0,3,24,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Block B pad construction,2020-03-20,2020-03-27,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,4,spring,0,4,24,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Foundations construction  ongoing. Blockwork ready for installation . ensure to provide  adequate  cover for reinforcement,2020-03-20,2020-03-27,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,4,spring,0,3,122,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Substation blockwork works ongoing. Ground floor slab trenches to be constructed.,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Medium,Unknown,1338,Design Team,6.0,6,2,summer,0,3,81,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Rebar for ground floor trenches,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,31,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Rebar for ground floor trenches,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,31,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B,Steelwork for unit 105 being installed,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,38,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B,Column bases to be grouted,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,26,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Steelwork being installed for unit 105,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,38,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Photos of eastern and southern boundary,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,39,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Blockwork being constructed and ground floor trenches,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,53,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Blockwork being constructed and ground floor trenches,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,53,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Dig ongoing for lower deck level,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,32,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Capping beam at gridline cpa being constructed . Jpc to confirm 25mm gap will be constructed between  capping beam and liner wall,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,129,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Capping beam at Gridline cp1 being constructed.  60mm gap to be provided  between  liner wall and capping beam,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,110,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Piling ongoing. approx. 70% of piles installed on site,2020-06-03,2020-06-09,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,54,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,West capping beam poured on site. Inspected by BL and AECOM.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,60,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,North west capping beam construction in progress. BL inspected on site today. JPC to confirm 60mm gap inbetween capping beam and liner wall,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,139,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Dig for foundation ongoing. JPC identified pocket of sand adjacent to ramp. Trial hole to be dug to determine the depth and extent of sand.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,139,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling at east side of Car Park ongoing,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,39,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Elevations>West,Stripping out of finishes and services ongoing in ex units 61/62,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,5,64,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Substation 5/6 ground floor slab poured. ensure oil trap trenches are constructed,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,81,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Damage to ground floor slab concrete. Repair/repour that section,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,64,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Unit 105 steel installation ongoing. Touch up paintwork required locally. Confirm thermal break has been installed at cupola. confirm if angle length is adequate as per photo.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,175,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,unit 101. confirm if roof trimming has been coordinated as per photo (gap between eaves angles - is this adequate?),2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,115,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Unit 105 steel installation ongoing. Touch up paintwork required locally. Confirm thermal break has been installed at cupola. confirm if angle length is adequate as per photo.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,175,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,unit 101. confirm if roof trimming has been coordinated as per photo (gap between eaves angles - is this adequate?),2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,115,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Unit 105 steel installation ongoing. Touch up paintwork required locally. Confirm thermal break has been installed at cupola. confirm if angle length is adequate as per photo.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,175,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Substation blockwork construction  ongoing. Ground floor slab not started yet.,2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,3,78,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,unit 105. confirm if roof trimming has been coordinated as per photo (gap between eaves angles - is this adequate?),2020-06-10,2020-06-16,Design Team - BCAR Structural,Unknown,Unknown,False,False,False,Unknown,Unknown,1338,Design Team,6.0,6,2,summer,0,4,115,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Damage at east capping beam to be repaired,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,42,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Cracking ar top of west capping beam to be repaired,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,51,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling works ongoing. At west elevation adj to staircore piles to be broken as per BL design,2020-03-05,2020-03-12,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,3,spring,0,4,92,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Damage at west capping beam to be repaired,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,42,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Damage at north capping beam to be repaired.,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,44,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,North-east capping beam construction ongoing. Ensure no concrete damage is present at construction  joints when striking formwork,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,129,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling completed,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,16,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Excavation  ongoing for car park foundations,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,44,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Steel installation  ongoing in Block B,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,38,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Steel angle to support cladding seem to be too long. Please check with timber cladding details,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,94,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Elevations,Confirm with timber cladding specialist  how the cladding will be supported at gable projection,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,95,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl 02 Roof,Confirm connection detail on bracing as shown,2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,45,Design Team,1
Quality Control & BC(A)R>ITP 01 Structural>Block B>Elevations,Confirm cladding support at horizontal tie (angle missing?),2020-06-19,2020-06-25,Design Team - BCAR Structural,Unknown,Unknown,True,True,False,Unknown,Unknown,1338,Design Team,6.0,6,4,summer,0,4,59,Design Team,0
Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling works ongoing. At west elevation adj to staircore piles to be broken as per BL design,2020-03-05,2020-03-12,Design Team - BCAR Structural,Unknown,Unknown,True,False,False,Unknown,Unknown,1338,Design Team,7.0,3,3,spring,0,4,92,Design Team,0
